5-Gram,COUNT,RelativeFrequencies(%)
othba,1,0.000029
othbe,1,0.000029
othca,1,0.000029
othea,117,0.003450
othec,14,0.000413
othed,210,0.006193
othei,1,0.000029
othel,6,0.000177
otheo,1,0.000029
other,11244,0.331594
othes,327,0.009643
othet,4,0.000118
otheu,21,0.000619
othfu,19,0.000560
othia,2,0.000059
othic,13,0.000383
othil,7,0.000206
othin,2298,0.067770
othir,2,0.000059
othit,11,0.000324
othle,6,0.000177
othlu,42,0.001239
othly,16,0.000472
othmo,1,0.000029
othne,4,0.000118
othni,2,0.000059
othol,14,0.000413
othon,9,0.000265
othoo,2,0.000059
othou,7,0.000206
othpi,3,0.000088
othpl,1,0.000029
othra,1,0.000029
othri,1,0.000029
othro,2,0.000059
othsa,23,0.000678
othso,4,0.000118
othus,1,0.000029
otian,14,0.000413
otiat,44,0.001298
otica,3,0.000088
otice,630,0.018579
otici,81,0.002389
otide,1,0.000029
otier,1,0.000029
otifi,5,0.000147
otify,1,0.000029
otijz,4,0.000118
otill,4,0.000118
otine,2,0.000059
oting,149,0.004394
otion,558,0.016456
otism,29,0.000855
otiss,1,0.000029
otist,6,0.000177
otisy,1,0.000029
otius,4,0.000118
otive,73,0.002153
otize,2,0.000059
otjac,1,0.000029
otkin,1,0.000029
otkup,2,0.000059
otlac,2,0.000059
otlan,2,0.000059
otles,10,0.000295
otley,5,0.000147
otlig,2,0.000059
otlik,1,0.000029
otluc,1,0.000029
otmak,4,0.000118
otman,55,0.001622
otmen,64,0.001887
otnoe,1,0.000029
otnot,2,0.000059
otnya,1,0.000029
otock,1,0.000029
otogr,26,0.000767
otola,2,0.000059
otoma,1,0.000029
otono,20,0.000590
otony,9,0.000265
otoph,1,0.000029
otore,1,0.000029
otori,22,0.000649
otosi,2,0.000059
otous,21,0.000619
otpac,7,0.000206
otpad,9,0.000265
otpat,5,0.000147
otpri,15,0.000442
otrac,20,0.000590
otrad,33,0.000973
otrep,3,0.000088
otres,1,0.000029
otria,1,0.000029
otrop,1,0.000029
otrud,12,0.000354
otrus,1,0.000029
otsam,5,0.000147
otsda,4,0.000118
otses,1,0.000029
otshe,4,0.000118
otson,5,0.000147
otsor,6,0.000177
otste,73,0.002153
otsto,34,0.001003
otsum,1,0.000029
ottag,28,0.000826
ottam,1,0.000029
ottea,3,0.000088
otted,175,0.005161
otten,465,0.013713
otter,74,0.002182
ottes,7,0.000206
otteu,5,0.000147
ottha,1,0.000029
ottie,2,0.000059
ottin,52,0.001534
ottis,4,0.000118
ottle,198,0.005839
ottli,7,0.000206
ottoe,3,0.000088
ottom,281,0.008287
otton,68,0.002005
ottow,1,0.000029
ottsf,1,0.000029
otuat,1,0.000029
otube,2,0.000059
otund,4,0.000118
otwit,51,0.001504
otyle,1,0.000029
otype,4,0.000118
byank,3,0.000088
byans,6,0.000177
byblu,1,0.000029
ouack,20,0.000590
ouacs,9,0.000265
ouais,2,0.000059
ouann,1,0.000029
ouave,1,0.000029
oubad,3,0.000088
bygon,3,0.000088
ouble,1188,0.035035
oubli,29,0.000855
oublo,33,0.000973
oubly,16,0.000472
oubta,6,0.000177
oubte,86,0.002536
oubtf,64,0.001887
oubti,14,0.000413
oubtl,51,0.001504
oubts,72,0.002123
byhoo,2,0.000059
ouces,2,0.000059
ouceu,1,0.000029
oucha,4,0.000118
ouche,428,0.012622
ouchi,208,0.006134
ouchp,1,0.000029
ouchs,24,0.000708
ouchy,4,0.000118
ouded,57,0.001681
byish,1,0.000029
ouder,79,0.002330
oudes,7,0.000206
oudfe,1,0.000029
oudfo,8,0.000236
oudin,2,0.000059
oudle,12,0.000354
oudly,117,0.003450
oudne,1,0.000029
oudwa,5,0.000147
oudyh,1,0.000029
ouett,4,0.000118
bykov,1,0.000029
ouffl,1,0.000029
oufla,4,0.000118
ougar,1,0.000029
bylon,398,0.011737
ouged,4,0.000118
ougha,3,0.000088
oughb,9,0.000265
oughe,53,0.001563
oughf,5,0.000147
oughi,26,0.000767
oughl,127,0.003745
oughm,4,0.000118
oughn,11,0.000324
ougho,179,0.005279
oughs,91,0.002684
ought,7382,0.217700
ougin,2,0.000059
ougis,1,0.000029
ougla,11,0.000324
ougou,1,0.000029
ouhof,1,0.000029
byngs,2,0.000059
ouich,1,0.000029
ouill,1,0.000029
ouisa,4,0.000118
ouise,2,0.000059
ouisi,1,0.000029
oujou,2,0.000059
bypgl,1,0.000029
oukho,2,0.000059
oukou,1,0.000029
oulbe,1,0.000029
oulch,1,0.000029
oulde,732,0.021587
ouldi,6,0.000177
ouldn,273,0.008051
oulds,196,0.005780
ouldy,7,0.000206
ouled,9,0.000265
ouler,8,0.000236
oules,1,0.000029
ouleu,1,0.000029
oulev,9,0.000265
oulez,1,0.000029
oulle,9,0.000265
oulne,3,0.000088
oulog,6,0.000177
oulon,4,0.000118
oulou,1,0.000029
oulti,2,0.000059
oultr,5,0.000147
byres,1,0.000029
byrin,25,0.000737
byron,3,0.000088
oumon,1,0.000029
byses,3,0.000088
ounce,298,0.008788
ounci,328,0.009673
ounda,203,0.005987
ounde,1488,0.043882
oundi,189,0.005574
oundl,57,0.001681
oundn,9,0.000265
oundr,63,0.001858
ounds,581,0.017134
oundw,3,0.000088
bysta,19,0.000560
ounge,198,0.005839
oungi,14,0.000413
oungs,7,0.000206
bysze,4,0.000118
ounse,469,0.013831
ounsl,1,0.000029
ounta,1640,0.048365
ounte,1547,0.045622
ounti,150,0.004424
ountl,75,0.002212
ountr,1538,0.045357
ounts,84,0.002477
ountt,4,0.000118
ountw,1,0.000029
ounty,47,0.001386
byter,4,0.000118
bytla,4,0.000118
oupar,4,0.000118
ouped,5,0.000147
oupes,1,0.000029
oupin,7,0.000206
oupir,22,0.000649
ouple,223,0.006576
oupli,3,0.000088
oupon,1,0.000029
bywar,1,0.000029
bywat,33,0.000973
byway,3,0.000088
ouque,6,0.000177
ourab,158,0.004660
ourag,499,0.014716
bywor,10,0.000295
ourba,3,0.000088
ourbe,21,0.000619
ourbo,10,0.000295
ource,116,0.003421
ourco,1,0.000029
ourcq,1,0.000029
ourdo,1,0.000029
ourds,3,0.000088
ourdu,1,0.000029
oured,662,0.019523
ourer,50,0.001475
oures,7,0.000206
ouret,44,0.001298
oureu,1,0.000029
ourfo,7,0.000206
ourge,74,0.002182
ourgi,7,0.000206
ourho,63,0.001858
ourie,175,0.005161
ourin,242,0.007137
ouris,158,0.004660
ourit,48,0.001416
ourle,13,0.000383
ourlo,13,0.000383
ourly,5,0.000147
ourma,2,0.000059
ourme,1,0.000029
ourna,23,0.000678
ourne,688,0.020290
ournf,42,0.001239
ourni,133,0.003922
ournm,5,0.000147
ourns,1,0.000029
ouron,1,0.000029
ourpe,2,0.000059
ourra,1,0.000029
oursc,24,0.000708
ourse,2166,0.063877
oursi,9,0.000265
oursq,10,0.000295
ourte,317,0.009349
ourth,287,0.008464
ourti,54,0.001592
ourtl,11,0.000324
ourtr,1,0.000029
ourts,76,0.002241
ourty,50,0.001475
ousal,7,0.000206
ousan,1432,0.042231
ousas,1,0.000029
ouseb,1,0.000029
oused,160,0.004719
ousef,1,0.000029
ouseh,148,0.004365
ousek,96,0.002831
ousel,3,0.000088
ousem,6,0.000177
ouser,31,0.000914
ouses,602,0.017753
ouset,11,0.000324
ousew,4,0.000118
ousie,5,0.000147
ousin,169,0.004984
ousle,2,0.000059
ously,1112,0.032794
ousme,1,0.000029
ousne,276,0.008139
ousse,11,0.000324
oussi,6,0.000177
ousss,5,0.000147
ousta,17,0.000501
ouste,1,0.000029
ousti,3,0.000088
ousto,2,0.000059
ousts,10,0.000295
outbe,1,0.000029
outbl,1,0.000029
outbr,4,0.000118
outbu,29,0.000855
outca,9,0.000265
outco,6,0.000177
outcr,21,0.000619
outda,2,0.000059
outdo,5,0.000147
outed,471,0.013890
outel,1,0.000029
outen,3,0.000088
outer,153,0.004512
outes,15,0.000442
outeu,1,0.000029
outfa,2,0.000059
outfi,12,0.000354
outfl,19,0.000560
outga,1,0.000029
outgo,7,0.000206
outgr,3,0.000088
outha,2,0.000059
outhe,126,0.003716
outhf,78,0.002300
outhl,4,0.000118
outhn,1,0.000029
outho,3,0.000088
outhp,4,0.000118
outhr,17,0.000501
ouths,110,0.003244
outhu,4,0.000118
outhw,135,0.003981
outie,1,0.000029
outin,276,0.008139
outis,1,0.000029
outla,36,0.001062
outle,27,0.000796
outli,53,0.001563
outlo,11,0.000324
outly,26,0.000767
outma,2,0.000059
outmo,1,0.000029
outne,5,0.000147
outnu,7,0.000206
outon,9,0.000265
outou,2,0.000059
outpa,1,0.000029
outpo,32,0.000944
outpu,6,0.000177
outra,45,0.001327
outre,6,0.000177
outri,22,0.000649
outru,4,0.000118
outse,10,0.000295
outsh,2,0.000059
outsi,357,0.010528
outsk,15,0.000442
outsp,10,0.000295
outst,36,0.001062
outtu,2,0.000059
outur,2,0.000059
outvy,1,0.000029
outwa,96,0.002831
outwe,6,0.000177
outwi,2,0.000059
outwo,2,0.000059
outye,1,0.000029
ouvel,1,0.000029
ouven,5,0.000147
ouver,6,0.000177
ouvez,1,0.000029
ouvil,1,0.000029
ouvoi,1,0.000029
ouvre,1,0.000029
ouyhn,94,0.002772
ouzea,30,0.000885
ouzov,2,0.000059
ovabi,1,0.000029
ovabl,20,0.000590
ovaci,29,0.000855
ovall,1,0.000029
ovalo,1,0.000029
ovand,2,0.000059
ovann,22,0.000649
ovant,1,0.000029
ovara,2,0.000059
ovars,11,0.000324
ovati,9,0.000265
ovato,2,0.000059
ovaya,2,0.000059
ovays,1,0.000029
oveab,11,0.000324
ovebo,1,0.000029
oveds,1,0.000029
ovefu,1,0.000029
ovela,1,0.000029
ovele,4,0.000118
ovelf,1,0.000029
oveli,36,0.001062
ovell,18,0.000531
ovelo,1,0.000029
ovels,30,0.000885
ovelt,20,0.000590
ovely,114,0.003362
ovema,2,0.000059
ovemb,93,0.002743
oveme,434,0.012799
ovena,405,0.011944
ovenc,2,0.000059
ovend,9,0.000265
oveni,2,0.000059
ovenl,2,0.000059
ovens,1,0.000029
ovent,4,0.000118
ovepi,1,0.000029
overa,43,0.001268
overb,194,0.005721
overc,232,0.006842
overd,10,0.000295
overe,1108,0.032676
overf,66,0.001946
overg,15,0.000442
overh,139,0.004099
overi,215,0.006341
overj,5,0.000147
overl,128,0.003775
overm,21,0.000619
overn,961,0.028341
overp,34,0.001003
overr,40,0.001180
overs,245,0.007225
overt,472,0.013920
overw,63,0.001858
overy,96,0.002831
ovest,23,0.000678
ovete,16,0.000472
oveth,108,0.003185
oveti,5,0.000147
oveto,62,0.001828
ovets,1,0.000029
oveys,1,0.000029
ovgor,3,0.000088
ovial,10,0.000295
ovice,13,0.000383
ovich,95,0.002802
ovici,1,0.000029
ovico,6,0.000177
ovide,331,0.009761
ovidi,19,0.000560
ovids,1,0.000029
ovied,1,0.000029
oviko,1,0.000029
ovill,2,0.000059
ovinc,273,0.008051
oving,538,0.015866
ovins,2,0.000059
oviod,5,0.000147
ovisa,3,0.000088
ovise,6,0.000177
ovisi,177,0.005220
oviss,5,0.000147
ovist,52,0.001534
ovita,1,0.000029
ovite,9,0.000265
oviti,14,0.000413
ovits,1,0.000029
ovlev,3,0.000088
ovnik,3,0.000088
ovnit,18,0.000531
ovoca,30,0.000885
ovoke,155,0.004571
ovoki,26,0.000767
ovoko,3,0.000088
ovosi,5,0.000147
ovski,30,0.000885
owabl,6,0.000177
owada,52,0.001534
owage,8,0.000236
owanc,37,0.001091
owans,1,0.000029
oward,1762,0.051963
owawa,1,0.000029
oways,1,0.000029
owban,1,0.000029
owbar,2,0.000059
owbei,4,0.000118
owbon,2,0.000059
owbou,6,0.000177
owcoa,3,0.000088
owdah,3,0.000088
owdal,9,0.000265
owded,97,0.002861
owdel,2,0.000059
owden,14,0.000413
owder,107,0.003156
owdin,35,0.001032
owdit,3,0.000088
owdon,2,0.000059
owdri,1,0.000029
oweds,1,0.000029
owell,5,0.000147
owelm,1,0.000029
owels,115,0.003391
owere,131,0.003863
owerf,171,0.005043
oweri,112,0.003303
owerl,23,0.000678
owerm,2,0.000059
owerp,1,0.000029
owers,523,0.015424
owery,7,0.000206
owess,26,0.000767
owest,248,0.007314
oweth,201,0.005928
oweve,888,0.026188
owfax,70,0.002064
owfie,1,0.000029
owfla,1,0.000029
owful,77,0.002271
owgel,1,0.000029
owhee,1,0.000029
owher,60,0.001769
owhid,2,0.000059
owhoo,7,0.000206
owhou,1,0.000029
owine,1,0.000029
owing,2024,0.059689
owise,5,0.000147
owish,7,0.000206
owitz,13,0.000383
owkes,1,0.000029
owlam,1,0.000029
owlan,11,0.000324
owled,664,0.019582
owleg,1,0.000029
owler,9,0.000265
owles,11,0.000324
owley,1,0.000029
owlfu,1,0.000029
owlie,1,0.000029
owlin,111,0.003273
owloa,1,0.000029
owloc,1,0.000029
owman,27,0.000796
owmen,19,0.000560
owmer,1,0.000029
ownca,28,0.000826
ownde,5,0.000147
owndi,1,0.000029
owned,304,0.008965
owner,147,0.004335
ownes,34,0.001003
ownet,1,0.000029
ownfa,14,0.000413
ownha,1,0.000029
ownhe,2,0.000059
ownhi,22,0.000649
ownho,1,0.000029
ownin,112,0.003303
ownis,4,0.000118
ownla,6,0.000177
ownle,2,0.000059
ownli,1,0.000029
ownlo,1,0.000029
ownne,1,0.000029
ownpo,3,0.000088
ownri,12,0.000354
ownsf,3,0.000088
ownsh,2,0.000059
ownsm,22,0.000649
ownsp,3,0.000088
ownst,40,0.001180
ownto,1,0.000029
owntr,1,0.000029
ownup,3,0.000088
ownwa,98,0.002890
owott,1,0.000029
owpan,1,0.000029
owper,2,0.000059
owsed,2,0.000059
owser,13,0.000383
owses,2,0.000059
owsev,3,0.000088
owshe,3,0.000088
owshi,34,0.001003
owsho,11,0.000324
owsil,5,0.000147
owsin,16,0.000472
owska,1,0.000029
owski,18,0.000531
owsli,2,0.000059
owsma,8,0.000236
owsme,1,0.000029
owsom,1,0.000029
owspr,9,0.000265
owsto,2,0.000059
owstr,7,0.000206
owths,4,0.000118
owwib,1,0.000029
owwow,4,0.000118
oxcar,1,0.000029
oxcom,1,0.000029
oxers,1,0.000029
oxfor,16,0.000472
oxhid,2,0.000059
oxica,15,0.000442
oxima,11,0.000324
oximi,11,0.000324
oxing,8,0.000236
oxiou,7,0.000206
oxolo,3,0.000088
oxswa,1,0.000029
oxton,1,0.000029
oxyge,3,0.000088
oxysm,7,0.000206
oyabl,5,0.000147
oyage,259,0.007638
oyagi,5,0.000147
oyale,1,0.000029
oyali,2,0.000059
oyall,5,0.000147
oyals,3,0.000088
oyalt,52,0.001534
oyanc,36,0.001062
oyant,11,0.000324
oyars,7,0.000206
oyaut,1,0.000029
oycam,2,0.000059
oyeds,1,0.000029
oyees,2,0.000059
oyell,5,0.000147
oyenn,2,0.000059
oyens,1,0.000029
oyenv,2,0.000059
oyers,5,0.000147
oyest,5,0.000147
oyeth,13,0.000383
oyeus,1,0.000029
oyeux,1,0.000029
oyful,161,0.004748
oyhoo,23,0.000678
oying,125,0.003686
oyish,14,0.000413
oykas,5,0.000147
oyles,6,0.000177
oyman,1,0.000029
oymen,94,0.002772
oynes,4,0.000118
oyons,2,0.000059
oyous,55,0.001622
oyses,1,0.000029
oysho,1,0.000029
oyste,7,0.000206
oyvey,1,0.000029
ozaba,10,0.000295
ozabe,4,0.000118
ozain,2,0.000059
ozath,1,0.000029
ozazi,2,0.000059
ozdvi,7,0.000206
ozeba,1,0.000029
ozeng,3,0.000088
ozeni,2,0.000059
ozens,12,0.000354
ozett,3,0.000088
ozhay,25,0.000737
ozheg,3,0.000088
ozhoy,1,0.000029
ozhsk,2,0.000059
ozial,1,0.000029
ozias,85,0.002507
oziau,2,0.000059
oziel,17,0.000501
ozier,2,0.000059
ozine,1,0.000029
ozing,14,0.000413
ozire,2,0.000059
ozled,1,0.000029
ozlov,17,0.000501
ozmed,1,0.000029
oznit,1,0.000029
ozoro,2,0.000059
ozows,1,0.000029
ozrie,1,0.000029
ozzle,1,0.000029
caarr,1,0.000029
caath,44,0.001298
cabac,6,0.000177
cabal,13,0.000383
cabar,2,0.000059
cabba,37,0.001091
cabby,2,0.000059
cabee,2,0.000059
caber,1,0.000029
cabil,6,0.000177
cabin,138,0.004070
cable,122,0.003598
cably,9,0.000265
cabma,4,0.000118
cabme,2,0.000059
cabra,1,0.000029
cabri,1,0.000029
cabru,1,0.000029
cabse,4,0.000118
cabul,33,0.000973
cabur,2,0.000059
cacha,4,0.000118
cachi,1,0.000029
cacho,1,0.000029
cacie,10,0.000295
cacio,2,0.000059
caciq,1,0.000029
cackl,5,0.000147
cackn,3,0.000088
cacus,4,0.000118
cadam,1,0.000029
cadas,2,0.000059
caddy,1,0.000029
caded,10,0.000295
cadel,1,0.000029
cadem,31,0.000914
caden,7,0.000206
cades,49,0.001445
cadet,27,0.000796
cadgi,1,0.000029
cadia,4,0.000118
cadil,1,0.000029
cadin,2,0.000059
cadiz,6,0.000177
cadmu,1,0.000029
cadum,1,0.000029
cadur,8,0.000236
caeci,1,0.000029
caele,1,0.000029
caeli,5,0.000147
caera,1,0.000029
caesa,990,0.029196
caeva,1,0.000029
caevo,2,0.000059
caffo,8,0.000236
caged,10,0.000295
cages,9,0.000265
cagia,1,0.000029
cagin,1,0.000029
cagna,1,0.000029
cahil,1,0.000029
cahon,1,0.000029
caide,8,0.000236
caina,7,0.000206
caiph,10,0.000295
cairn,5,0.000147
cairo,2,0.000059
caise,1,0.000029
caiss,3,0.000088
caita,1,0.000029
caiti,3,0.000088
caius,60,0.001769
cajes,1,0.000029
cajol,4,0.000118
cajon,1,0.000029
caked,5,0.000147
cakel,1,0.000029
cakes,42,0.001239
cakin,1,0.000029
calab,5,0.000147
calac,3,0.000088
calag,2,0.000059
calai,10,0.000295
calam,74,0.002182
calan,1,0.000029
calat,1,0.000029
calau,1,0.000029
calca,1,0.000029
calci,3,0.000088
calcl,2,0.000059
calco,1,0.000029
calcu,71,0.002094
calde,18,0.000531
caldi,4,0.000118
caldr,17,0.000501
caleb,46,0.001357
calec,32,0.000944
caled,8,0.000236
calem,1,0.000029
calen,12,0.000354
cales,31,0.000914
calet,2,0.000059
calfs,3,0.000088
calib,5,0.000147
calid,3,0.000088
calie,2,0.000059
calif,3,0.000088
calig,1,0.000029
calim,2,0.000059
calin,7,0.000206
calio,2,0.000059
calis,4,0.000118
calit,28,0.000826
calla,6,0.000177
calle,2356,0.069480
calli,354,0.010440
callo,9,0.000265
calls,120,0.003539
cally,384,0.011324
calme,27,0.000796
calmi,2,0.000059
calml,45,0.001327
calmn,11,0.000324
calmo,7,0.000206
calms,4,0.000118
calne,2,0.000059
calom,1,0.000029
calon,17,0.000501
calor,1,0.000029
calph,1,0.000029
calpi,1,0.000029
calps,2,0.000059
calpu,1,0.000029
calte,1,0.000029
calub,2,0.000059
calum,20,0.000590
calva,4,0.000118
calve,78,0.002300
calvi,4,0.000118
calyd,1,0.000029
calyp,69,0.002035
camac,35,0.001032
camar,2,0.000059
cambe,3,0.000088
cambr,34,0.001003
camby,3,0.000088
camee,1,0.000029
camel,73,0.002153
camen,4,0.000118
cameo,2,0.000059
camer,6,0.000177
cames,30,0.000885
camet,1,0.000029
camia,2,0.000059
camil,171,0.005043
camis,9,0.000265
camle,2,0.000059
camoe,1,0.000029
camon,2,0.000059
camor,5,0.000147
camou,4,0.000118
campa,160,0.004719
campb,35,0.001032
campe,130,0.003834
campf,49,0.001445
camph,1,0.000029
campi,17,0.000501
campm,14,0.000413
campo,8,0.000236
camps,63,0.001858
camue,3,0.000088
camul,4,0.000118
canaa,4,0.000118
canad,17,0.000501
canak,1,0.000029
canal,79,0.002330
canan,2,0.000059
canap,1,0.000029
canar,6,0.000177
canat,2,0.000059
cance,110,0.003244
canci,6,0.000177
cancy,8,0.000236
canda,99,0.002920
cande,2,0.000059
candi,20,0.000590
candl,264,0.007786
cando,7,0.000206
candr,1,0.000029
canee,1,0.000029
caner,1,0.000029
canes,2,0.000059
canet,1,0.000029
cange,1,0.000029
cania,9,0.000265
canin,22,0.000649
canio,3,0.000088
canis,2,0.000059
caniu,1,0.000029
canke,5,0.000147
canlo,1,0.000029
canne,16,0.000472
canni,46,0.001357
cannn,1,0.000029
canno,1345,0.039665
canny,11,0.000324
canoe,39,0.001150
canon,62,0.001828
canop,23,0.000678
canor,47,0.001386
cansa,1,0.000029
canst,124,0.003657
canta,20,0.000590
cante,56,0.001651
canth,2,0.000059
canti,126,0.003716
cantl,28,0.000826
canto,29,0.000855
cants,1,0.000029
cantu,2,0.000059
canty,18,0.000531
canul,1,0.000029
canus,6,0.000177
canut,1,0.000029
canva,47,0.001386
caoni,2,0.000059
capab,138,0.004070
capac,73,0.002153
capad,2,0.000059
capai,1,0.000029
capar,15,0.000442
caped,220,0.006488
capeg,5,0.000147
capel,2,0.000059
caper,34,0.001003
capes,20,0.000590
capet,4,0.000118
capha,19,0.000560
caphe,1,0.000029
caphi,1,0.000029
capht,1,0.000029
capil,1,0.000029
capin,34,0.001003
capit,179,0.005279
caple,2,0.000059
capol,3,0.000088
capon,1,0.000029
capor,1,0.000029
capot,1,0.000029
cappa,9,0.000265
cappe,5,0.000147
cappi,1,0.000029
capri,30,0.000885
capsi,9,0.000265
capst,14,0.000413
capta,1081,0.031879
capth,1,0.000029
capti,456,0.013448
capto,9,0.000265
captu,236,0.006960
capua,9,0.000265
capul,3,0.000088
caput,2,0.000059
carab,2,0.000059
carac,9,0.000265
carad,22,0.000649
caral,1,0.000029
caram,4,0.000118
caras,8,0.000236
carav,8,0.000236
carbo,1,0.000029
carbu,9,0.000265
carca,75,0.002212
carce,205,0.006046
carch,1,0.000029
carci,25,0.000737
carda,3,0.000088
cardb,8,0.000236
carde,110,0.003244
cardi,28,0.000826
cardo,6,0.000177
cardp,1,0.000029
cards,77,0.002271
carec,5,0.000147
cared,93,0.002743
caree,60,0.001769
caref,329,0.009702
careh,1,0.000029
carel,72,0.002123
carem,2,0.000059
cares,95,0.002802
carew,5,0.000147
carey,4,0.000118
carfi,1,0.000029
cargo,19,0.000560
caria,48,0.001416
carib,3,0.000088
caric,6,0.000177
carie,2,0.000059
carif,2,0.000059
carii,1,0.000029
carin,18,0.000531
cario,20,0.000590
carit,2,0.000059
cariu,10,0.000295
carki,1,0.000029
carle,110,0.003244
carli,3,0.000088
carlo,14,0.000413
carlt,1,0.000029
carma,2,0.000059
carme,45,0.001327
carmi,4,0.000118
carmo,1,0.000029
carna,59,0.001740
carne,1,0.000029
carni,10,0.000295
carno,5,0.000147
carnu,25,0.000737
carob,1,0.000029
carol,8,0.000236
caron,26,0.000767
carou,5,0.000147
carpe,153,0.004512
carpi,5,0.000147
carpm,1,0.000029
carpu,1,0.000029
carra,68,0.002005
carre,10,0.000295
carri,1150,0.033914
carro,26,0.000767
carry,731,0.021558
carso,1,0.000029
carta,2,0.000059
carte,34,0.001003
carth,23,0.000678
carti,7,0.000206
cartl,5,0.000147
carto,6,0.000177
cartr,4,0.000118
carts,96,0.002831
cartw,1,0.000029
carve,129,0.003804
carvi,17,0.000501
carya,2,0.000059
carys,3,0.000088
casai,1,0.000029
casal,2,0.000059
casat,1,0.000029
casbo,1,0.000029
casca,10,0.000295
cased,4,0.000118
casem,9,0.000265
cases,106,0.003126
casey,1,0.000029
cashi,8,0.000236
cashm,1,0.000029
casil,12,0.000354
casin,5,0.000147
casio,573,0.016898
casis,1,0.000029
caske,14,0.000413
caskf,1,0.000029
casks,37,0.001091
casle,8,0.000236
caslu,1,0.000029
casph,2,0.000059
casqu,1,0.000029
cassa,4,0.000118
casse,41,0.001209
cassi,46,0.001357
casso,11,0.000324
casta,12,0.000354
caste,37,0.001091
casti,139,0.004099
castl,323,0.009526
casto,11,0.000324
castr,148,0.004365
casts,29,0.000855
castu,2,0.000059
casua,162,0.004777
casum,1,0.000029
casus,2,0.000059
catac,6,0.000177
cataf,10,0.000295
catal,18,0.000531
catam,2,0.000059
catap,7,0.000206
catar,9,0.000265
catas,16,0.000472
catch,259,0.007638
catea,4,0.000118
catec,2,0.000059
cated,247,0.007284
categ,12,0.000354
catel,12,0.000354
caten,1,0.000029
cater,12,0.000354
cates,29,0.000855
catet,3,0.000088
catha,3,0.000088
cathe,68,0.002005
cathi,1,0.000029
catho,65,0.001917
catic,10,0.000295
catil,1,0.000029
catin,78,0.002300
catio,911,0.026866
catiu,2,0.000059
cativ,17,0.000501
catom,16,0.000472
caton,1,0.000029
cator,20,0.000590
catos,1,0.000029
catsk,1,0.000029
catte,283,0.008346
cattl,243,0.007166
catur,11,0.000324
cauca,2,0.000059
cauch,1,0.000029
cauco,1,0.000029
cauda,2,0.000059
caudr,2,0.000059
caugh,464,0.013684
caula,6,0.000177
cauld,20,0.000590
caulk,7,0.000206
cault,2,0.000059
causa,3,0.000088
cause,4642,0.136896
causi,26,0.000767
caust,291,0.008582
caute,2,0.000059
cauti,174,0.005131
cauvi,3,0.000088
caval,409,0.012062
cavan,13,0.000383
cavar,3,0.000088
cavat,6,0.000177
caved,3,0.000088
cavem,1,0.000029
caven,1,0.000029
caver,51,0.001504
caves,62,0.001828
cavey,1,0.000029
cavia,2,0.000059
cavil,1,0.000029
cavit,11,0.000324
cawin,2,0.000059
cawol,1,0.000029
cayan,30,0.000885
cayed,11,0.000324
cayet,1,0.000029
cayin,6,0.000177
cazar,3,0.000088
cazol,1,0.000029
cbaca,1,0.000029
cbata,6,0.000177
cbeci,3,0.000088
cbeth,1,0.000029
cbnus,1,0.000029
ccabe,2,0.000059
ccadi,1,0.000029
ccain,1,0.000029
ccalm,7,0.000206
ccane,1,0.000029
ccans,1,0.000029
ccant,1,0.000029
ccard,3,0.000088
ccaro,24,0.000708
ccart,5,0.000147
ccasi,575,0.016957
ccasu,1,0.000029
ccath,1,0.000029
ccato,6,0.000177
ccede,3,0.000088
cceed,205,0.006046
cceiu,1,0.000029
ccele,8,0.000236
ccent,38,0.001121
ccept,317,0.009349
ccesc,1,0.000029
ccess,454,0.013389
cceta,1,0.000029
cchan,2,0.000059
cchar,8,0.000236
cches,10,0.000295
cchid,26,0.000767
cchio,5,0.000147
cchur,2,0.000059
cchus,7,0.000206
cciau,2,0.000059
ccide,157,0.004630
ccidi,1,0.000029
ccine,1,0.000029
ccion,22,0.000649
ccipu,3,0.000088
ccius,3,0.000088
cclai,1,0.000029
cclam,6,0.000177
ccles,100,0.002949
ccola,1,0.000029
ccomm,39,0.001150
ccomo,1,0.000029
ccomp,457,0.013477
ccord,1519,0.044796
ccors,3,0.000088
ccost,5,0.000147
ccoth,10,0.000295
ccouc,2,0.000059
ccoug,2,0.000059
ccoun,795,0.023445
ccour,56,0.001651
ccout,7,0.000206
ccred,2,0.000059
ccron,1,0.000029
ccrue,2,0.000059
ccrui,1,0.000029
ccull,1,0.000029
ccult,3,0.000088
ccumb,6,0.000177
ccumu,20,0.000590
ccupa,75,0.002212
ccupi,245,0.007225
ccupy,61,0.001799
ccura,63,0.001858
ccuri,1,0.000029
ccurr,233,0.006871
ccurs,86,0.002536
ccusa,18,0.000531
ccuse,107,0.003156
ccusi,14,0.000413
ccust,164,0.004836
cdona,1,0.000029
cdote,10,0.000295
ceabi,1,0.000029
ceabl,105,0.003097
ceale,109,0.003214
ceali,25,0.000737
cealm,15,0.000442
ceals,8,0.000236
ceani,68,0.002005
ceans,29,0.000855
ceanu,16,0.000472
cease,414,0.012209
ceasi,55,0.001622
ceaux,1,0.000029
ceber,8,0.000236
cebou,1,0.000029
cecch,6,0.000177
cecco,1,0.000029
cecia,14,0.000413
cecou,2,0.000059
cecri,1,0.000029
cedae,13,0.000383
cedar,108,0.003185
ceded,35,0.001032
cedem,3,0.000088
ceden,30,0.000885
ceder,1,0.000029
cedes,16,0.000472
